time,value
2017-01-01T00:00:15.377,2.0622654
2017-01-01T00:00:16.58,2.0582225
2017-01-01T00:00:30.977,2.0631444
2017-01-01T00:00:31.587,2.0671873
2017-01-01T00:00:46.983,2.0629687
2017-01-01T00:00:51.977,2.0589256
2017-01-01T00:00:55.173,2.0548828
2017-01-01T00:00:57.78,2.0508397
2017-01-01T00:01:04.08,2.0467968
2017-01-01T00:01:10.087,2.0427537
2017-01-01T00:01:12.973,2.038535
2017-01-01T00:01:13.783,2.0341406
2017-01-01T00:01:14.08,2.029746
2017-01-01T00:01:14.487,2.0253515
2017-01-01T00:01:19.387,2.0293944
2017-01-01T00:01:20.18,2.0334375
2017-01-01T00:01:23.987,2.0374804
2017-01-01T00:01:27.277,2.041875
2017-01-01T00:01:27.717,2.0464451
2017-01-01T00:01:35.64,2.0504882
2017-01-01T00:01:56.683,2.054531
2017-01-01T00:02:19.383,2.0585742
2017-01-01T00:02:31.177,2.0627928
2017-01-01T00:02:31.583,2.069121
2017-01-01T00:02:31.877,2.073164
2017-01-01T00:02:32.173,2.0777342
2017-01-01T00:02:38.663,2.0736914
2017-01-01T00:02:40.287,2.0692968
2017-01-01T00:02:40.787,2.0647264
2017-01-01T00:02:48.68,2.0692968
2017-01-01T00:02:49.177,2.073867
2017-01-01T00:02:49.583,2.078086
2017-01-01T00:02:50.583,2.0821288
2017-01-01T00:03:08.383,2.07791
2017-01-01T00:03:18.677,2.0758007
2017-01-01T00:03:21.283,2.0742188
2017-01-01T00:03:21.487,2.0740428
2017-01-01T00:03:22.483,2.073867
2017-01-01T00:03:22.577,2.0736914
2017-01-01T00:03:22.78,2.0735154
2017-01-01T00:03:22.983,2.0733397
2017-01-01T00:03:23.077,2.073164
2017-01-01T00:03:23.28,2.0729883
2017-01-01T00:03:23.483,2.0728123
2017-01-01T00:03:23.577,2.0726366
2017-01-01T00:03:23.873,2.072461
2017-01-01T00:03:24.077,2.0726366
2017-01-01T00:03:24.187,2.072461
2017-01-01T00:03:25.277,2.072285
2017-01-01T00:03:25.683,2.072461
2017-01-01T00:03:25.777,2.072285
2017-01-01T00:03:27.087,2.0721092
2017-01-01T00:03:27.273,2.072285
2017-01-01T00:03:27.383,2.0721092
2017-01-01T00:03:27.587,2.0719335
2017-01-01T00:03:27.71,2.0717578
2017-01-01T00:03:27.883,2.0715818
2017-01-01T00:03:27.977,2.0714061
2017-01-01T00:03:28.087,2.0712304
2017-01-01T00:03:28.177,2.0710545
2017-01-01T00:03:28.287,2.0708787
2017-01-01T00:03:28.38,2.070703
2017-01-01T00:03:28.477,2.0705273
2017-01-01T00:03:28.583,2.0703514
2017-01-01T00:03:28.88,2.0705273
2017-01-01T00:03:28.973,2.0703514
2017-01-01T00:03:30.083,2.07
2017-01-01T00:03:30.177,2.0698242
2017-01-01T00:03:30.283,2.0696483
2017-01-01T00:03:30.377,2.0694726
2017-01-01T00:03:30.58,2.0692968
2017-01-01T00:03:30.783,2.0689452
2017-01-01T00:03:31.08,2.0687695
2017-01-01T00:03:31.173,2.0685937
2017-01-01T00:03:31.377,2.0687695
2017-01-01T00:03:31.487,2.0685937
2017-01-01T00:03:31.58,2.0687695
2017-01-01T00:03:31.673,2.0685937
2017-01-01T00:03:31.783,2.0687695
2017-01-01T00:03:31.877,2.0685937
2017-01-01T00:03:32.077,2.0687695
2017-01-01T00:03:32.28,2.0685937
2017-01-01T00:03:32.78,2.0687695
2017-01-01T00:03:32.873,2.0685937
2017-01-01T00:03:33.483,2.0687695
2017-01-01T00:03:33.577,2.0685937
2017-01-01T00:03:33.873,2.0687695
2017-01-01T00:03:33.983,2.0685937
2017-01-01T00:03:34.077,2.0687695
2017-01-01T00:03:34.183,2.0685937
2017-01-01T00:03:34.573,2.0687695
2017-01-01T00:03:34.887,2.0685937
2017-01-01T00:03:35.683,2.0687695
2017-01-01T00:03:35.977,2.0685937
2017-01-01T00:03:36.18,2.0687695
2017-01-01T00:03:36.977,2.0685937
2017-01-01T00:03:37.087,2.0687695
2017-01-01T00:03:37.18,2.0685937
2017-01-01T00:03:37.273,2.0687695
2017-01-01T00:03:37.383,2.0685937
2017-01-01T00:03:37.587,2.0687695
2017-01-01T00:03:37.68,2.0685937
2017-01-01T00:03:37.977,2.0687695
2017-01-01T00:03:38.287,2.0685937
2017-01-01T00:03:38.63,2.0687695
2017-01-01T00:03:38.787,2.0685937
2017-01-01T00:03:39.177,2.0687695
2017-01-01T00:03:39.287,2.0685937
2017-01-01T00:03:39.473,2.0684178
2017-01-01T00:03:39.597,2.0680664
2017-01-01T00:03:39.877,2.0678904
2017-01-01T00:03:39.987,2.0677147
2017-01-01T00:03:40.08,2.067539
2017-01-01T00:03:40.283,2.0673633
2017-01-01T00:03:40.377,2.0671873
2017-01-01T00:03:40.69,2.0673633
2017-01-01T00:03:40.987,2.0677147
2017-01-01T00:03:41.283,2.0678904
2017-01-01T00:03:41.377,2.0680664
2017-01-01T00:03:41.487,2.068242
2017-01-01T00:03:41.58,2.0685937
2017-01-01T00:03:41.687,2.0689452
2017-01-01T00:03:41.877,2.069121
2017-01-01T00:03:42.077,2.0694726
2017-01-01T00:03:42.28,2.0696483
2017-01-01T00:03:42.373,2.0698242
2017-01-01T00:03:42.577,2.0701756
2017-01-01T00:03:42.78,2.0703514
2017-01-01T00:03:44.277,2.0701756
2017-01-01T00:03:44.387,2.0703514
2017-01-01T00:03:44.48,2.0701756
2017-01-01T00:03:44.683,2.0703514
2017-01-01T00:03:45.977,2.0705273
2017-01-01T00:03:46.087,2.0703514
2017-01-01T00:03:47.383,2.0705273
2017-01-01T00:03:47.477,2.0703514
2017-01-01T00:03:47.587,2.0705273
2017-01-01T00:03:47.677,2.0703514
2017-01-01T00:03:48.287,2.0705273
2017-01-01T00:03:48.38,2.0703514
2017-01-01T00:03:48.473,2.0705273
2017-01-01T00:03:48.583,2.0703514
2017-01-01T00:03:48.88,2.0701756
