time,value
2017-01-01T00:17:07.497,2.146992
2017-01-01T00:17:09.197,2.151035
2017-01-01T00:17:16.5,2.1564844
2017-01-01T00:17:16.797,2.161582
2017-01-01T00:17:17.093,2.1668553
2017-01-01T00:17:17.387,2.171953
2017-01-01T00:17:17.683,2.1763475
2017-01-01T00:17:25.39,2.1723046
2017-01-01T00:17:29.587,2.1675584
2017-01-01T00:17:29.79,2.1626365
2017-01-01T00:17:29.993,2.158242
2017-01-01T00:17:30.197,2.1529686
2017-01-01T00:17:30.4,2.1482224
2017-01-01T00:17:30.587,2.1434765
2017-01-01T00:17:30.727,2.1387303
2017-01-01T00:17:35.797,2.142949
2017-01-01T00:17:36.593,2.1473436
2017-01-01T00:17:36.997,2.151914
2017-01-01T00:17:37.387,2.15666
2017-01-01T00:17:37.717,2.161582
2017-01-01T00:17:45.827,2.157539
2017-01-01T00:17:57.387,2.153496
2017-01-01T00:18:16.7,2.1533203
2017-01-01T00:18:16.793,2.1531444
2017-01-01T00:18:16.84,2.1529686
2017-01-01T00:18:17.09,2.152793
2017-01-01T00:18:17.387,2.152617
2017-01-01T00:18:17.497,2.152793
2017-01-01T00:18:17.59,2.152617
2017-01-01T00:18:17.697,2.152793
2017-01-01T00:18:17.777,2.152617
2017-01-01T00:18:17.887,2.152793
2017-01-01T00:18:17.993,2.152617
2017-01-01T00:18:18.383,2.152793
2017-01-01T00:18:18.493,2.152617
2017-01-01T00:18:18.587,2.152793
2017-01-01T00:18:18.697,2.152617
2017-01-01T00:18:19.087,2.152793
2017-01-01T00:18:19.197,2.152617
2017-01-01T00:18:19.29,2.152793
2017-01-01T00:18:19.397,2.1524413
2017-01-01T00:18:19.493,2.1505077
2017-01-01T00:18:19.587,2.1483984
2017-01-01T00:18:19.697,2.1468163
2017-01-01T00:18:19.773,2.1443553
2017-01-01T00:18:19.897,2.1427734
2017-01-01T00:18:19.99,2.1404881
2017-01-01T00:18:20.087,2.1387303
2017-01-01T00:18:20.193,2.1383789
2017-01-01T00:18:20.287,2.13416
2017-01-01T00:18:20.397,2.1324022
2017-01-01T00:18:20.49,2.1304686
2017-01-01T00:18:20.583,2.1283593
2017-01-01T00:18:20.693,2.1271288
2017-01-01T00:18:20.787,2.1273046
2017-01-01T00:18:20.897,2.1274803
2017-01-01T00:18:21.1,2.1276562
2017-01-01T00:18:21.193,2.127832
2017-01-01T00:18:21.287,2.1280077
2017-01-01T00:18:21.49,2.1281836
2017-01-01T00:18:21.597,2.1283593
2017-01-01T00:18:21.707,2.1287107
2017-01-01T00:18:21.987,2.1288867
2017-01-01T00:18:22.097,2.1290624
2017-01-01T00:18:22.283,2.1294138
2017-01-01T00:18:22.487,2.1295898
2017-01-01T00:18:22.69,2.1299412
2017-01-01T00:18:22.893,2.1301172
2017-01-01T00:18:22.987,2.130293
2017-01-01T00:18:23.19,2.1306443
2017-01-01T00:18:23.393,2.130996
2017-01-01T00:18:23.597,2.1311717
2017-01-01T00:18:23.687,2.1313477
2017-01-01T00:18:23.83,2.1315234
2017-01-01T00:18:23.987,2.131699
