unix,value
1515182090470,0.171399566448014
1515182120470,0.171756941253206
1515182150470,0.2195002568278
1515182180470,0.209661468355759
1515182210470,0.18013519748586
1515182240470,0.160090383263347
1515182270470,0.187379424757035
1515182300470,0.174426210147527
1515182330470,0.213254614250387
1515182360470,0.20242138370053
1515182390470,0.224396768293528
1515182420470,0.175911518454511
1515182450470,0.135064783126612
1515182480470,0.168160715125576
1515182510470,0.212450248777145
1515182540470,0.187480564735588
1515182570470,0.145977215886105
1515182600470,0.166779097154168
1515182630470,0.141572397850255
1515182660470,0.11811452583322
1515182690470,0.150619241642123
1515182720470,0.125795541529449
1515182750470,0.0930150450873259
1515182780470,0.105954598777906
1515182810470,0.130997896884101
1515182840470,0.122548718435014
1515182870470,0.130055768312912
1515182900470,0.153848611262557
1515182930470,0.165980689281589
1515182960470,0.193585471619659
1515182990470,0.223494842543032
1515183020470,0.204800819794089
1515183050470,0.18765538648593
1515183080470,0.201661780803307
1515183110470,0.155813847158949
1515183140470,0.201696750429318
1515183170470,0.155751383214142
1515183200470,0.19109824141073
1515183230470,0.185729262295984
1515183260470,0.210585277020272
1515183290470,0.242397193467429
1515183320470,0.21846526424329
1515183350470,0.26767768180821
1515183380470,0.257771330772793
1515183410470,0.290473741963726
1515183440470,0.252443524660749
1515183470470,0.226691946003908
1515183500470,0.209482591557076
1515183530470,0.178258425895245
1515183560470,0.173292612039155
1515183590470,0.148778764996109
1515183620470,0.169894903930787
1515183650470,0.177423998912528
1515183680470,0.17723035806661
1515183710470,0.227081674047318
1515183740470,0.196865258504108
1515183770470,0.180003129751423
1515183800470,0.164806891635436
1515183830470,0.1799248050572
1515183860470,0.208847712636389
1515183890470,0.231295848535977
1515183920470,0.184792047080021
1515183950470,0.209706754451481
1515183980470,0.170930376216271
1515184010470,0.180187774743041
1515184040470,0.170857182084982
1515184070470,0.189517365554123
1515184100470,0.184664235908847
1515184130470,0.21360810155217
1515184160470,0.26201473193337
1515184190470,0.232990415106989
1515184220470,0.206140208060919
1515184250470,0.182311068443726
1515184280470,0.182248354415525
1515184310470,0.176978565951334
1515184340470,0.183415210984375
1515184370470,0.159379093306781
1515184400470,0.186504947900076
1515184430470,0.216742090399723
1515184460470,0.229815605808895
1515184490470,0.197118006016648
1515184520470,0.17183441034138
1515184550470,0.176851418952854
1515184580470,0.143949310827977
1515184610470,0.146067940209093
1515184640470,0.104861172197788
1515184670470,0.128638054467104
1515184700470,0.161686262004863
1515184730470,0.175841340341531
1515184760470,0.210209822240383
1515184790470,0.222954854263438
1515184820470,0.242205725164249
1515184850470,0.212434669939072
1515184880470,0.228142783245138
1515184910470,0.180550662069838
1515184940470,0.208866379972951
1515184970470,0.210019743377352
1515185000470,0.248008539177481
1515185030470,0.278844789615294
1515185060470,0.270877793464287
1515185090470,0.264187392692169
1515185120470,0.293288943680604
1515185150470,0.297135723590448
1515185180470,0.267504927547418
1515185210470,0.241563430517709
1515185240470,0.193899790520733
1515185270470,0.188845069072603
1515185300470,0.146436878082546
1515185330470,0.101513025700819
1515185360470,0.0949276966484859
1515185390470,0.13874739878287
1515185420470,0.14475941543689
1515185450470,0.149326034821256
1515185480470,0.101370432833848
1515185510470,0.112990940205283
1515185540470,0.110722671780141
1515185570470,0.10920186171271
1515185600470,0.117018677209047
1515185630470,0.126123669592721
1515185660470,0.126587836130796
1515185690470,0.143480361203421
1515185720470,0.179092337134803
1515185750470,0.210084129152859
1515185780470,0.254659512897329
1515185810470,0.240321111255475
1515185840470,0.242045923528283
1515185870470,0.194966771707389
1515185900470,0.205429518784131
1515185930470,0.20295892593123
1515185960470,0.219373419563926
1515185990470,0.174656701192566
1515186020470,0.162631787714843
1515186050470,0.208921391870324
1515186080470,0.197125530520978
1515186110470,0.166889446702269
1515186140470,0.155090295921588
1515186170470,0.175959920336474
1515186200470,0.160607724990979
1515186230470,0.203647113895811
1515186260470,0.203429383273902
1515186290470,0.217277336710728
1515186320470,0.2334624099701
1515186350470,0.261434469889586
1515186380470,0.232174877278588
1515186410470,0.272723657043057
1515186440470,0.22945667241209
1515186470470,0.194140923928535
1515186500470,0.162325470690767
1515186530470,0.116413076625398
1515186560470,0.12108922387524
1515186590470,0.100925751845784
1515186620470,0.144262299753848
1515186650470,0.123146103170303
1515186680470,0.103518187070041
1515186710470,0.128658665846409
1515186740470,0.136356289142909
1515186770470,0.184466048113288
1515186800470,0.193737444278662
1515186830470,0.228445049877486
1515186860470,0.250778740574969
1515186890470,0.300194252398887
1515186920470,0.334676783874015
1515186950470,0.344739185736859
1515186980470,0.333400839722437
1515187010470,0.321532229041463
1515187040470,0.32737684465357
1515187070470,0.337099257152108
1515187100470,0.303461737885821
1515187130470,0.335742219717122
1515187160470,0.309161877869238
1515187190470,0.33602398502921
1515187220470,0.299855370307274
1515187250470,0.314632796898779
1515187280470,0.273955519904362
1515187310470,0.310571733005611
1515187340470,0.261279184818864
1515187370470,0.21891910083076
1515187400470,0.229170485459813
1515187430470,0.183197089439816
1515187460470,0.162125672428927
1515187490470,0.149166233185291
1515187520470,0.183902534602165
1515187550470,0.190277675744276
1515187580470,0.233130935641532
1515187610470,0.219708901303685
1515187640470,0.181655635024261
1515187670470,0.140746918130083
1515187700470,0.156664438385826
1515187730470,0.169728098260112
1515187760470,0.181794391144903
1515187790470,0.171885481393843
1515187820470,0.133483709643355
1515187850470,0.133423908699036
1515187880470,0.104129606906385
1515187910470,0.104496364460558
1515187940470,0.133861786422256
1515187970470,0.0899844578187843
1515188000470,0.0792948637526926
1515188030470,0.111903881822668
1515188060470,0.0966080459750297
1515188090470,0.093618648845525
1515188120470,0.141940419628257
1515188150470,0.127844484559188
1515188180470,0.158512432341703
1515188210470,0.186326472431573
1515188240470,0.152331615124052
1515188270470,0.130890736440612
1515188300470,0.100451816851484
1515188330470,0.0942076876499728
1515188360470,0.118640714613088
1515188390470,0.118698421897692
1515188420470,0.106556796239017
1515188450470,0.111801588424389
1515188480470,0.117580611034101
1515188510470,0.102873740975221
1515188540470,0.0675529513822651
1515188570470,0.0456603417152822
1515188600470,0.0628694836808694
1515188630470,0.0149531720042944
1515188660470,-0.00886217239725486
1515188690470,-0.0121088398909701
1515188720470,0.0316960523518252
1515188750470,0.0349948732112512
1515188780470,0.00520906215776199
1515188810470,0.0385376300609382
1515188840470,0.0538015089713977
1515188870470,0.0676926951937811
1515188900470,0.0617644235779368
1515188930470,0.0707203890293468
1515188960470,0.0279711801688986
1515188990470,0.0725559605856223
1515189020470,0.0908854706636099
1515189050470,0.118527837222688
1515189080470,0.137850277050329
1515189110470,0.169768257168945
1515189140470,0.158487047142576
1515189170470,0.157319283628519
1515189200470,0.183026476988116
1515189230470,0.148065696795502
1515189260470,0.118638519765175
1515189290470,0.152026132169192
1515189320470,0.191556334864142
1515189350470,0.163717984321396
1515189380470,0.202348617232567
1515189410470,0.164357202832754
1515189440470,0.116589918740369
1515189470470,0.122943354804508
1515189500470,0.167104531250477
1515189530470,0.202517099516707
1515189560470,0.188204646663836
1515189590470,0.189462678292516
1515189620470,0.178376207723458
1515189650470,0.165602925333941
1515189680470,0.172027287805466
1515189710470,0.209978119451543
1515189740470,0.213183830079243
1515189770470,0.208206780002549
1515189800470,0.173896655986969
1515189830470,0.221236035866307
1515189860470,0.183786197045719
1515189890470,0.185900153515814
1515189920470,0.220387546448218
1515189950470,0.23099266140768
1515189980470,0.217497741066617
1515190010470,0.247345987613009
1515190040470,0.279074184819625
1515190070470,0.289290192601872
1515190100470,0.325212544959603
1515190130470,0.349073587450699
1515190160470,0.395647927418187
1515190190470,0.411494901339289
1515190220470,0.413895098312709
1515190250470,0.41606502047091
1515190280470,0.447575885824662
1515190310470,0.440372929019096
1515190340470,0.447596058830431
1515190370470,0.469239301615972
1515190400470,0.483907489564227
1515190430470,0.442113092910551
1515190460470,0.473208944906112
1515190490470,0.432119387752432
1515190520470,0.451849397528847
1515190550470,0.460508557646772
1515190580470,0.433776975951054
1515190610470,0.439769735461925
1515190640470,0.445440986447707
1515190670470,0.426543778915212
1515190700470,0.397761783002765
1515190730470,0.429133391184329
1515190760470,0.407845660675245
1515190790470,0.45154150072557
1515190820470,0.434683861227093
1515190850470,0.463051674707351
1515190880470,0.415540733335326
1515190910470,0.433999599834904
1515190940470,0.482899819306517
1515190970470,0.461824907042005
1515191000470,0.497481476840322
1515191030470,0.456263863205101
1515191060470,0.436544251598671
1515191090470,0.428560959724039
1515191120470,0.448992043430448
1515191150470,0.419292177385321
1515191180470,0.458130405684063
1515191210470,0.47797097891009
1515191240470,0.52682881356535
1515191270470,0.56357242083809
1515191300470,0.569288273094822
1515191330470,0.532915592371913
1515191360470,0.513643294206654
1515191390470,0.545205762048814
1515191420470,0.575560524023865
1515191450470,0.53304479666196
1515191480470,0.499288324545738
1515191510470,0.452928042878829
1515191540470,0.48531198957251
1515191570470,0.461140222386988
1515191600470,0.448476919042169
1515191630470,0.478989239190235
1515191660470,0.453166234750844
1515191690470,0.453791639489956
1515191720470,0.44278964318465
1515191750470,0.397340387360817
1515191780470,0.392489160360996
1515191810470,0.34536766027816
1515191840470,0.328072273697738
1515191870470,0.352104657190901
1515191900470,0.351785520721127
1515191930470,0.314837519575301
1515191960470,0.308734343298122
1515191990470,0.287032385373969
1515192020470,0.323019058361193
1515192050470,0.328904859944668
1515192080470,0.356830074897423
1515192110470,0.345909218767616
1515192140470,0.334388577907527
1515192170470,0.333818453729068
1515192200470,0.353639385548253
1515192230470,0.357067230626507
1515192260470,0.364202155482118
1515192290470,0.38312979919516
1515192320470,0.408516739405933
1515192350470,0.366107424216395
1515192380470,0.366751330563217
1515192410470,0.363901132211975
